Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*)
  0.00      0.05     0.00       20     0.00     0.00  void std::vector<Bond, std::allocator<Bond> >::_M_emplace_back_aux<Bond const&>(Bond const&)
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::__copy_move_a<true, Bond*, Bond*>(Bond*, Bond*, Bond*)
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::__copy_move_a2<true, Bond*, Bond*>(Bond*, Bond*, Bond*)
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::uninitialized_copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*)
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::__uninitialized_copy_a<std::move_iterator<Bond*>, Bond*, Bond>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*, std::allocator<Bond>&)
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::__uninitialized_move_if_noexcept_a<Bond*, Bond*, std::allocator<Bond> >(Bond*, Bond*, Bond*, std::allocator<Bond>&)
  0.00      0.05     0.00       20     0.00     0.00  Bond* std::copy<std::move_iterator<Bond*>, Bond*>(std::move_iterator<Bond*>, std::move_iterator<Bond*>, Bond*)
  0.00      0.05     0.00       18     0.00     0.00  arma::gmm_dist_mode::gmm_dist_mode(unsigned long long)
  0.00      0.05     0.00        5     0.00     0.00  std::vector<double, std::allocator<double> >::size() const
  0.00      0.05     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00      0.05     0.00        4     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.00      0.05     0.00        4     0.00     0.00  double* std::__niter_base<double*>(double*)
  0.00      0.05     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<int>::~new_allocator()
  0.00      0.05     0.00        3     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.05     0.00        3     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.05     0.00        2     0.00     0.00  arma::solve_opts::opts_no_approx::opts_no_approx()
  0.00      0.05     0.00        2     0.00     0.00  arma::solve_opts::opts_equilibrate::opts_equilibrate()
  0.00      0.05     0.00        2     0.00     0.00  arma::solve_opts::opts_fast::opts_fast()
  0.00      0.05     0.00        2     0.00     0.00  arma::solve_opts::opts_none::opts_none()
  0.00      0.05     0.00        2     0.00     0.00  arma::solve_opts::opts_tril::opts_tril()
  0.00      0.05     0.00        2     0.00     0.00  arma::solve_opts::opts_triu::opts_triu()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_dist_eucl::gmm_dist_eucl()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_dist_maha::gmm_dist_maha()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_dist_prob::gmm_dist_prob()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_seed_keep_existing::gmm_seed_keep_existing()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_seed_random_spread::gmm_seed_random_spread()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_seed_random_subset::gmm_seed_random_subset()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_seed_static_spread::gmm_seed_static_spread()
  0.00      0.05     0.00        2     0.00     0.00  arma::gmm_seed_static_subset::gmm_seed_static_subset()
  0.00      0.05     0.00        2     0.00     0.00  arma::fill::fill_class<arma::fill::fill_randn>::fill_class()
  0.00      0.05     0.00        2     0.00     0.00  arma::fill::fill_class<arma::fill::fill_randu>::fill_class()
  0.00      0.05     0.00        2     0.00     0.00  arma::fill::fill_class<arma::fill::fill_zeros>::fill_class()
  0.00      0.05     0.00        2     0.00     0.00  arma::fill::fill_class<arma::fill::fill_eye>::fill_class()
  0.00      0.05     0.00        2     0.00     0.00  arma::fill::fill_class<arma::fill::fill_none>::fill_class()
  0.00      0.05     0.00        2     0.00     0.00  arma::fill::fill_class<arma::fill::fill_ones>::fill_class()
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator()
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&)
  0.00      0.05     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.05     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00      0.05     0.00        2     0.00     0.00  std::move_iterator<double*>::base() const
  0.00      0.05     0.00        2     0.00     0.00  std::vector<double, std::allocator<double> >::max_size() const
  0.00      0.05     0.00        2     0.00     0.00  std::allocator<double>::~allocator()
  0.00      0.05     0.00        2     0.00     0.00  std::allocator<int>::allocator()
  0.00      0.05     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      0.05     0.00        2     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      0.05     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      0.05     0.00        2     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      0.05     0.00        2     0.00     0.00  std::move_iterator<double*>::move_iterator(double*)
  0.00      0.05     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long)
  0.00      0.05     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&)
  0.00      0.05     0.00        2     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      0.05     0.00        2     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>)
  0.00      0.05     0.00        2     0.00     0.00  double* std::__miter_base<double*>(double*)
  0.00      0.05     0.00        2     0.00     0.00  int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.05     0.00        2     0.00     0.00  std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*)
  0.00      0.05     0.00        2     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      0.05     0.00        2     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      0.05     0.00        2     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      0.05     0.00        2     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.05     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7LatticeC2Ei
  0.00      0.05     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.05     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.05     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.05     0.00        1     0.00     2.00  DebugLattice::printBonds()
  0.00      0.05     0.00        1     0.00    48.02  DebugLattice::printSites()
  0.00      0.05     0.00        1     0.00     0.00  DebugLattice::DebugLattice(int)
  0.00      0.05     0.00        1     0.00     0.00  DebugLattice::~DebugLattice()
  0.00      0.05     0.00        1     0.00     0.00  HoneycombLattice::HoneycombLattice(int)
  0.00      0.05     0.00        1     0.00     0.00  HoneycombLattice::~HoneycombLattice()
  0.00      0.05     0.00        1     0.00     0.00  Lattice::shuffleBonds()
  0.00      0.05     0.00        1     0.00    46.01  Lattice::activateSites()
  0.00      0.05     0.00        1     0.00     2.00  Lattice::generateNeighbors()
  0.00      0.05     0.00        1     0.00     0.00  Lattice::Lattice(int)
  0.00      0.05     0.00        1     0.00     0.00  Lattice::~Lattice()
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Bond>::new_allocator()
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Bond>::~new_allocator()
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator()
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<int>::max_size() const
  0.00      0.05     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const
  0.00      0.05     0.00        1     0.00     0.00  std::allocator<Bond>::allocator()
  0.00      0.05     0.00        1     0.00     0.00  std::allocator<Bond>::~allocator()
  0.00      0.05     0.00        1     0.00     0.00  std::allocator<double>::allocator()
  0.00      0.05     0.00        1     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::_Vector_impl()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_impl::~_Vector_impl()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<Bond, std::allocator<Bond> >::_Vector_base()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<Bond, std::allocator<Bond> >::~_Vector_base()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl()
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      0.05     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  int* std::__uninitialized_default_n_1<true>::__uninit_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<Bond, std::allocator<Bond> >::end()
  0.00      0.05     0.00        1     0.00     0.00  std::vector<Bond, std::allocator<Bond> >::begin()
  0.00      0.05     0.00        1     0.00     0.00  std::vector<Bond, std::allocator<Bond> >::vector()
  0.00      0.05     0.00        1     0.00     0.00  std::vector<Bond, std::allocator<Bond> >::~vector()
  0.00      0.05     0.00        1     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double>(double&&)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00      0.05     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::end()
  0.00      0.05     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::begin()
  0.00      0.05     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
  0.00      0.05     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      0.05     0.00        1     0.00     0.00  int* std::__niter_base<int*>(int*)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__copy_move_a<true, double*, double*>(double*, double*, double*)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*)
  0.00      0.05     0.00        1     0.00     0.00  void std::random_shuffle<__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > > >(__gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >, __gnu_cxx::__normal_iterator<Bond*, std::vector<Bond, std::allocator<Bond> > >)
  0.00      0.05     0.00        1     0.00     0.00  double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&)
  0.00      0.05     0.00        1     0.00     0.00  int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&)
  0.00      0.05     0.00        1     0.00     0.00  double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
  0.00      0.05     0.00        1     0.00     0.00  double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00      0.05     0.00        1     0.00     0.00  void std::fill<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      0.05     0.00        1     0.00     0.00  double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      0.05     0.00        1     0.00     0.00  int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  0.00      0.05     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<int*, int>(int*, int*, int const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 19.99% of 0.05 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.05                 main [1]
                0.00    0.05       1/1           DebugLattice::printSites() [2]
                0.00    0.00       1/1           DebugLattice::printBonds() [8]
                0.00    0.00       1/1           DebugLattice::DebugLattice(int) [11]
                0.00    0.00       1/1           DebugLattice::~DebugLattice() [149]
-----------------------------------------------
                0.00    0.05       1/1           main [1]
[2]     96.0    0.00    0.05       1         DebugLattice::printSites() [2]
                0.00    0.05       1/1           Lattice::activateSites() [4]
                0.00    0.00  250001/1250002     std::vector<int, std::allocator<int> >::size() const [7]
-----------------------------------------------
                0.01    0.04  375000/375000      Lattice::activateSites() [4]
[3]     92.0    0.01    0.04  375000         Lattice::activateBond(Bond&) [3]
                0.02    0.00 2583704/2583704     Lattice::getRootNode(int) [5]
                0.01    0.00  499998/500000      Lattice::getPvalue() [6]
                0.00    0.00  249999/250000      Lattice::getChi(int) [10]
                0.00    0.00 2999988/10260250     std::vector<int, std::allocator<int> >::operator[](unsigned long) [20]
                0.00    0.00  749997/749997      __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [27]
